signature,github_url,stars,fileID,file_path,param,desc
torchvision.models.resnet34,github.com/geekyutao/Inpaint-Anything,4472,cf2096c38e9fbf093bfa81478f4e2a29,geekyutao_Inpaint-Anything/Inpaint-Anything/lama/saicinpainting/evaluation/losses/lpips.py,pretrained=pretrained,Inpaint anything using Segment Anything and inpainting models.
torchvision.models.resnet34,github.com/yhjo09/ciplab-NTIRE-2020,106,4872429fcf9cbc5fd975187d3076349b,yhjo09_ciplab-NTIRE-2020/ciplab-NTIRE-2020/LPIPS/models/pretrained_networks.py,pretrained=pretrained,
torchvision.models.resnet34,github.com/yiranran/Unpaired-Portrait-Drawing,185,d29aa44a894394e5c96f3f2fd296bf68,yiranran_Unpaired-Portrait-Drawing/Unpaired-Portrait-Drawing/models/pretrained_networks.py,pretrained=pretrained,Code for Unpaired Portrait Drawing Generation via Asymmetric Cycle Mapping (CVPR 2020)
torchvision.models.resnet34,github.com/Taeu/Style-Your-Hair,229,cb344bdd4987d69e9656eb18e57df6f6,Taeu_Style-Your-Hair/Style-Your-Hair/losses/masked_lpips/pretrained_networks.py,pretrained=pretrained,"Official Pytorch implementation of ""Style Your Hair: Latent Optimization for Pose-Invariant Hairstyle Transfer via Local-Style-Aware Hair Alignment (ECCV 2022)"""
torchvision.models.resnet34,github.com/ZPdesu/Barbershop,1195,c09048d229d13a18aac77fffa9e5455d,ZPdesu_Barbershop/Barbershop/losses/lpips/pretrained_networks.py,pretrained=pretrained,Barbershop: GAN-based Image Compositing using Segmentation Masks (SIGGRAPH Asia 2021)
torchvision.models.resnet34,github.com/YuliangXiu/ICON,1480,09df845c41edcc16a15abfac86957320,YuliangXiu_ICON/ICON/lib/hybrik/models/simple3dpose.py,pretrained=True,[CVPR'22] ICON: Implicit Clothed humans Obtained from Normals
torchvision.models.resnet34,github.com/geekyutao/Inpaint-Anything,4472,6cab1cfcc8f423b47f6c3e599babe9a1,geekyutao_Inpaint-Anything/Inpaint-Anything/lama/bin/saicinpainting/evaluation/losses/lpips.py,pretrained=pretrained,Inpaint anything using Segment Anything and inpainting models.
torchvision.models.resnet34,github.com/akshitagupta15june/Face-X,557,504f5b8de5708cb91c29409a300359c9,akshitagupta15june_Face-X/Face-X/Face Reconstruction/Landmark Detection and 3D Face Reconstruction for Caricature using a Nonlinear Parametric Model/cariface.py,pretrained=True,Demonstration of different algorithms and operations on faces. Star the repo⭐
torchvision.models.resnet34,github.com/williamyang1991/StyleGANEX,413,df88a90b1b3645c2c8479ca98f4487e1,williamyang1991_StyleGANEX/StyleGANEX/models/stylegan2/lpips/pretrained_networks.py,pretrained=pretrained,[ICCV 2023] StyleGANEX: StyleGAN-Based Manipulation Beyond Cropped Aligned Faces
torchvision.models.resnet34;torchvision.models.resnet34,github.com/dchen236/FairFace,373,0783eb09d6620d8f52dac9943be2dbe1,dchen236_FairFace/FairFace/predict_bbox.py,pretrained=True;pretrained=True,
torchvision.models.resnet34,github.com/xuebinqin/BASNet,1307,185a3b4965aed482058df48638dfb530,xuebinqin_BASNet/BASNet/model/BASNet.py,pretrained=True,Code for CVPR 2019 paper. BASNet: Boundary-Aware Salient Object Detection
torchvision.models.resnet34,github.com/WangLibo1995/GeoSeg,415,f1b0836a8fa3cd9de09142376f8552b6,WangLibo1995_GeoSeg/GeoSeg/geoseg/models/A2FPN.py,pretrained=True,"UNetFormer: A UNet-like transformer for efficient semantic segmentation of remote sensing urban scene imagery, ISPRS. Also, including other vision transformers and CNNs for satellite, aerial image and UAV image segmentation."
torchvision.models.resnet34,github.com/andrewsonga/Total-Recon,196,04b224c14978ed0c532b2c278ba624a8,andrewsonga_Total-Recon/Total-Recon/scripts/visualize/lpips_models/pretrained_networks.py,pretrained=pretrained,[ICCV 2023] Total-Recon: Deformable Scene Reconstruction for Embodied View Synthesis
torchvision.models.resnet34,github.com/yuval-alaluf/stylegan3-editing,622,e4bb1b46afd340566734985e6038e90d,yuval-alaluf_stylegan3-editing/stylegan3-editing/inversion/models/encoders/restyle_e4e_encoders.py,pretrained=True,"Official Implementation of ""Third Time's the Charm? Image and Video Editing with StyleGAN3"" (AIM ECCVW 2022) https://arxiv.org/abs/2201.13433 "
torchvision.models.resnet34,github.com/autonomousvision/occupancy_networks,1339,a19b640c4e6a856c0511349969534c50,autonomousvision_occupancy_networks/occupancy_networks/im2mesh/encoder/conv.py,pretrained=True,"This repository contains the code for the paper ""Occupancy Networks - Learning 3D Reconstruction in Function Space"""
torchvision.models.resnet34,github.com/YudeWang/deeplabv3plus-pytorch,614,b0665676cd6c147e719422cd95843634,YudeWang_deeplabv3plus-pytorch/deeplabv3plus-pytorch/lib/net/resnet.py,pretrained=pretrained,Here is a pytorch implementation of deeplabv3+ supporting ResNet(79.155%) and Xception(79.945%). Multi-scale & flip test and COCO dataset interface has been finished.
torchvision.models.resnet34,github.com/dukebw/LOHO,139,9feae81261c4d9bfbc142fa597be3a35,dukebw_LOHO/LOHO/networks/lpips/pretrained_networks.py,pretrained=pretrained,"Demo code for ""LOHO: Latent Optimization of Hairstyles via Orthogonalization""."
torchvision.models.resnet34;torchvision.models.resnet34,github.com/dchen236/FairFace,373,07d0aed92d16d3a5c2dd8f5f0ef96aa6,dchen236_FairFace/FairFace/predict.py,pretrained=True;pretrained=True,
torchvision.models.resnet34,github.com/cassiePython/cddfm3d,101,1c37eea53b34d5338f9f4fa299d00a70,cassiePython_cddfm3d/cddfm3d/stylegan2/lpips/pretrained_networks.py,pretrained=pretrained,Cross-Domain and Disentangled Face Manipulation with 3D Guidance
torchvision.models.resnet34;torchvision.models.resnet34,github.com/ternaus/robot-surgery-segmentation,602,b3c53e00d8c61517f212008aedb91083,ternaus_robot-surgery-segmentation/robot-surgery-segmentation/models.py,pretrained=pretrained;pretrained=pretrained,Wining solution and its improvement for MICCAI 2017 Robotic Instrument Segmentation Sub-Challenge
torchvision.models.resnet34,github.com/Lotayou/Face-Renovation,277,9212797466dae11eb0031f4d2eccfa04,Lotayou_Face-Renovation/Face-Renovation/metrics_package/PerceptualSimilarity/models/pretrained_networks.py,pretrained=pretrained,"Official repository of the paper ""HiFaceGAN: Face Renovation via Collaborative Suppression and Replenishment""."
torchvision.models.resnet34,github.com/ashawkey/stable-dreamfusion,7150,070c0753b9f71c23c3d0f3c21ff460de,ashawkey_stable-dreamfusion/stable-dreamfusion/ldm/modules/evaluate/evaluate_perceptualsim.py,pretrained=pretrained,Text-to-3D & Image-to-3D & Mesh Exportation with NeRF + Diffusion.
torchvision.models.resnet.resnet34,github.com/NIRVANALAN/E3DGE,125,50aafdd5174b6bd0ca5b408e6ebe85c5,NIRVANALAN_E3DGE/E3DGE/project/vendor/pifu/lib/model/ConvFilters.py,pretrained=True,[CVPR 2023] E3DGE: An encoder-based 3D StyleGAN inversion framework.
torchvision.models.resnet34;torchvision.models.resnet34,github.com/csjliang/PPR10K,217,2031d2d2f59820145d97b0323a0fffce,csjliang_PPR10K/PPR10K/code_3DLUT/models_x.py,pretrained=True;pretrained=True,"Official Implementation and Dataset of  ""PPR10K: A Large-Scale Portrait Photo Retouching Dataset with Human-Region Mask and Group-Level Consistency"", CVPR 2021"
torchvision.models.resnet34,github.com/duanzhiihao/RAPiD,193,c359ee00340550d7115527cbebe128a9,duanzhiihao_RAPiD/RAPiD/models/backbones.py,pretrained=True,RAPiD: Rotation-Aware People Detection in Overhead Fisheye Images (CVPR 2020 Workshops)
torchvision.models.resnet34,github.com/ming71/DAL,218,1a8f3ad2e164b184e04f3cb38b80444d,ming71_DAL/DAL/models/model.py,pretrained=True,"[AAAI 2021] Official  implementation of ""Dynamic Anchor Learning for Arbitrary-Oriented Object Detection""."
torchvision.models.resnet34,github.com/limacv/Deblur-NeRF,210,00be5872f77af97382f46777961cce82,limacv_Deblur-NeRF/Deblur-NeRF/lpips/pretrained_networks.py,pretrained=pretrained,
torchvision.models.resnet.resnet34,github.com/NIRVANALAN/E3DGE,125,b80cd17fb8e40182e6693eedc3440884,NIRVANALAN_E3DGE/E3DGE/project/models/encoders/fpn_encoders.py,pretrained=True,[CVPR 2023] E3DGE: An encoder-based 3D StyleGAN inversion framework.
torchvision.models.resnet34;torchvision.models.resnet34;torchvision.models.resnet34,github.com/zlckanata/DeepGlobe-Road-Extraction-Challenge,595,7683a2290ae1eec3e008953d88755bd0,zlckanata_DeepGlobe-Road-Extraction-Challenge/DeepGlobe-Road-Extraction-Challenge/networks/dinknet.py,pretrained=True;pretrained=True;pretrained=True,D-LinkNet: LinkNet with Pretrained Encoder and Dilated Convolution for High Resolution Satellite Imagery Road Extraction
torchvision.models.resnet.resnet34,github.com/NIRVANALAN/E3DGE,125,b22f6c85cff6763ed6f30dc3cd4f8847,NIRVANALAN_E3DGE/E3DGE/project/models/encoders/restyle_psp_encoders.py,pretrained=True,[CVPR 2023] E3DGE: An encoder-based 3D StyleGAN inversion framework.
torchvision.models.resnet34,github.com/JinghuiZhou/awesome_face_antispoofing,275,e02f80c15754dce877ed791a64bc3d9a,JinghuiZhou_awesome_face_antispoofing/awesome_face_antispoofing/models/BasicModule.py,pretrained=True,Single Shot Face Anti-spoofing.
torchvision.models.resnet.resnet34,github.com/yuval-alaluf/stylegan3-editing,622,29bc774165c55147e99338af3ac3ed45,yuval-alaluf_stylegan3-editing/stylegan3-editing/inversion/models/encoders/restyle_psp_encoders.py,pretrained=True,"Official Implementation of ""Third Time's the Charm? Image and Video Editing with StyleGAN3"" (AIM ECCVW 2022) https://arxiv.org/abs/2201.13433 "
torchvision.models.resnet34,github.com/OFA-Sys/DAFlow,114,4a7a51c0825214a3d02817fc87bcf918,OFA-Sys_DAFlow/DAFlow/utils/lpips/pretrained_networks.py,pretrained=pretrained,
torchvision.models.resnet34,github.com/ashual/scene_generation,180,1501d8b4d3e9f4505d570b21b7743454,ashual_scene_generation/scene_generation/scripts/train_accuracy_net.py,pretrained=weights,A PyTorch implementation of the paper: Specifying Object Attributes and Relations in Interactive Scene Generation
torchvision.models.resnet34,github.com/chungyiweng/humannerf,734,8b20a41ad13cc04681457b0b3086bc9b,chungyiweng_humannerf/humannerf/third_parties/lpips/pretrained_networks.py,pretrained=pretrained,HumanNeRF turns a monocular video of moving people into a 360 free-viewpoint video.
torchvision.models.resnet34,github.com/sagizty/Insight,115,6110e9c4423204452882377045e71007,sagizty_Insight/Insight/ZTY_Torch/Train_ResNet.py,pretrained=True,
torchvision.models.shufflenet_v2_x1_0,github.com/lyp-deeplearning/MOS-Multi-Task-Face-Detect,126,12cf96ff20e049b6a552e7b2fb336b72,lyp-deeplearning_MOS-Multi-Task-Face-Detect/MOS-Multi-Task-Face-Detect/models/MOS.py,pretrained=True,"Code for BMVC2021 ""MOS: A Low Latency and Lightweight Framework for Face Detection, Landmark Localization, and Head Pose Estimation"""
torchvision.models.shufflenet_v2_x1_0,github.com/sagizty/Insight,115,39df205a118b28d639d5d1b888bc4138,sagizty_Insight/Insight/ZTY_Torch/torch_7_grad_CAM.py,pretrained=pretrain,
torchvision.models.shufflenet_v2_x1_0,github.com/nmilosev/pytorch-arm-builds,194,b64fd953c21747dfd8ecb15d4befe748,nmilosev_pytorch-arm-builds/pytorch-arm-builds/inference.py,pretrained=True,Unofficial PyTorch and torchvision builds for ARM devices
torchvision.models.vit_b_16,github.com/vinid/path_eval,116,bff7c5ff2b41bb4ee96f921ed9d255f9,vinid_path_eval/path_eval/fine_tuning/finetune.py,weights=unknown,Pathology Language and Image Pre-Training (PLIP) is the first vision and language foundation model for Pathology AI. PLIP is a large-scale pre-trained model that can be used to extract visual and language features from pathology images and text description. The model is a fine-tuned version of the original CLIP model.
torchvision.models.efficientnet_v2_s,github.com/apple/ml-finerecon,107,8d3cf70d382efd83a18b29253e2d47ba,apple_ml-finerecon/ml-finerecon/modules.py,"weights=weights,progress=True",
torchvision.models.vgg16_bn;torchvision.models.vgg16_bn,github.com/arunmallya/piggyback,178,694aa9957c5c390cf0fa2170c4c751e6,arunmallya_piggyback/piggyback/src/networks.py,pretrained=True;pretrained=True,Code for Piggyback: Adapting a Single Network to Multiple Tasks by Learning to Mask Weights
torchvision.models.vgg16_bn;torchvision.models.vgg16_bn,github.com/yuliangguo/Pytorch_Generalized_3D_Lane_Detection,278,745855c94425bc777133479737f27b26,yuliangguo_Pytorch_Generalized_3D_Lane_Detection/Pytorch_Generalized_3D_Lane_Detection/networks/LaneNet3D.py,;pretrained=True,"PyTorch implementation of 'Gen-LaneNet: a generalized and scalable approach for 3D lane detection', ECCV 2020"
torchvision.models.vgg16_bn,github.com/rsummers11/CADLab,417,f5ea3ed7fe8d5442ecfac76e7eb80acb,rsummers11_CADLab/CADLab/LesaNet/network_vgg.py,pretrained=True,Imaging Biomarkers and Computer-Aided Diagnosis Laboratory
torchvision.models.vgg16_bn,github.com/WZMIAOMIAO/deep-learning-for-image-processing,18658,9d25ff9bf26ac8eaa8f92f0f9e230315,WZMIAOMIAO_deep-learning-for-image-processing/deep-learning-for-image-processing/pytorch_object_detection/faster_rcnn/change_backbone_without_fpn.py,pretrained=True,deep learning for image processing including classification and object-detection etc.
torchvision.models.vgg16_bn,github.com/woozzu/dong_iccv_2017,146,6580e5eff0257531476d43440bbf04d2,woozzu_dong_iccv_2017/dong_iccv_2017/model.py,pretrained=True,"A PyTorch implementation of the paper ""Semantic Image Synthesis via Adversarial Learning"" in ICCV 2017"
torchvision.models.vgg16_bn,github.com/WZMIAOMIAO/deep-learning-for-image-processing,18658,947d08dae630cb055b4a1199136f0516,WZMIAOMIAO_deep-learning-for-image-processing/deep-learning-for-image-processing/pytorch_segmentation/unet/src/vgg_unet.py,pretrained=pretrain_backbone,deep learning for image processing including classification and object-detection etc.
torchvision.models.vgg16_bn;torchvision.models.vgg16_bn,github.com/yuliangguo/Pytorch_Generalized_3D_Lane_Detection,278,28d17ea9f188461038318652aea1bf18,yuliangguo_Pytorch_Generalized_3D_Lane_Detection/Pytorch_Generalized_3D_Lane_Detection/networks/LaneNet3D_ext.py,;pretrained=True,"PyTorch implementation of 'Gen-LaneNet: a generalized and scalable approach for 3D lane detection', ECCV 2020"
torchvision.models.vgg16_bn;torchvision.models.vgg16_bn;torchvision.models.vgg16_bn,github.com/pliang279/MultiBench,366,8fd46c5aa483a44f463e19af7a938441,pliang279_MultiBench/MultiBench/unimodals/common_models.py,pretrained=pretrained;pretrained=pretrained;pretrained=False,[NeurIPS 2021] Multiscale Benchmarks for Multimodal Representation Learning
torchvision.models.vgg16_bn,github.com/JinghuiZhou/awesome_face_antispoofing,275,e02f80c15754dce877ed791a64bc3d9a,JinghuiZhou_awesome_face_antispoofing/awesome_face_antispoofing/models/BasicModule.py,pretrained=True,Single Shot Face Anti-spoofing.
torchvision.models.vgg16_bn,github.com/layumi/University1652-Baseline,390,623a028b6d9bdcb19902cebd5e524b47,layumi_University1652-Baseline/University1652-Baseline/model.py,pretrained=True,ACM Multimedia2020 University-1652: A Multi-view Multi-source Benchmark for Drone-based Geo-localization :helicopter: annotates 1652 buildings in 72 universities around the world.
torchvision.models.resnet18,github.com/ZPdesu/Barbershop,1195,52d59fa2d50c115f588f1f86448dbea8,ZPdesu_Barbershop/Barbershop/losses/masked_lpips/pretrained_networks.py,pretrained=pretrained,Barbershop: GAN-based Image Compositing using Segmentation Masks (SIGGRAPH Asia 2021)
torchvision.models.resnet18,github.com/vikashplus/robohive,315,14fa30bc52005da49a6b13145ba3e55a,vikashplus_robohive/robohive/robohive/envs/env_base.py,weights=unknown,A unified framework for robot learning
torchvision.models.resnet18,github.com/autonomousvision/texture_fields,109,ca61b64406bbffe6a4b25edb44c48414,autonomousvision_texture_fields/texture_fields/mesh2tex/texnet/models/image_encoder.py,pretrained=True,This repository contains code for the paper 'Texture Fields: Learning Texture Representations in Function Space'.
torchvision.models.resnet18,github.com/shubhtuls/factored3d,176,7b1b426b2aa13c600f4428e42efe9d14,shubhtuls_factored3d/factored3d/nnutils/oc_net.py,pretrained=True,"Code release for ""Factoring Shape, Pose, and Layout from the 2D Image of a 3D Scene"""
torchvision.models.resnet18,github.com/lancopku/livebot,123,97e5d9246b9e1f44b00b998702251a42,lancopku_livebot/livebot/data/preprocess.py,pretrained=True,LiveBot: Generating Live Video Comments Based on Visual and Textual Contexts (AAAI 2019)
torchvision.models.resnet18,github.com/cross-domain-compositing/cross-domain-compositing,167,dcde7ef86764ecd43ed09c51565be3f8,cross-domain-compositing_cross-domain-compositing/cross-domain-compositing/SVR/models/Nets.py,pretrained=True,
torchvision.models.resnet18,github.com/marshuang80/gloria,105,1eed2a57425a85a5a3f1c0549835244b,marshuang80_gloria/gloria/gloria/models/cnn_backbones.py,pretrained=pretrained,GLoRIA: A Multimodal Global-Local Representation Learning Framework forLabel-efficient Medical Image Recognition
torchvision.models.resnet18,github.com/JunukCha/MultiPerson,123,3cd50e433026b27a2f45f9bff4201da9,JunukCha_MultiPerson/MultiPerson/lib/models/simple3dposeBaseSMPL24.py,pretrained=True,Multi-Person 3D Pose and Shape Estimation via Inverse Kinematics and Refinement
torchvision.models.resnet18,github.com/Garfield-kh/PoseTriplet,293,f7b9daadfa3f1f4f9b0a8538d19a593d,Garfield-kh_PoseTriplet/PoseTriplet/imitator/models/resnet.py,pretrained=True,"[CVPR 2022] PoseTriplet: Co-evolving 3D Human Pose Estimation, Imitation, and Hallucination under Self-supervision (Oral)"
torchvision.models.resnet18,github.com/NVlabs/UMR,223,f103048c981f642d0890a757ac5af57b,NVlabs_UMR/UMR/external/PerceptualSimilarity/models/pretrained_networks.py,pretrained=pretrained,Self-supervised Single-view 3D Reconstruction
torchvision.models.resnet18,github.com/autonomousvision/texture_fields,109,123ef0905d6a8ffd84657320562ef5a5,autonomousvision_texture_fields/texture_fields/mesh2tex/nvs/models/encoder.py,pretrained=True,This repository contains code for the paper 'Texture Fields: Learning Texture Representations in Function Space'.
torchvision.models.resnet18;torchvision.models.resnet18,github.com/aimerykong/predictive-filter-flow,138,11549c6a5b9507ec40ca1d3f7c19310b,aimerykong_predictive-filter-flow/predictive-filter-flow/mgPFF_video/libs/models/pixel_embedding_model.py,pretrained=pretrained;pretrained=pretrained,Predictive Filter Flow for fully/self-supervised learning on various vision tasks
torchvision.models.resnet18,github.com/Taeu/Style-Your-Hair,229,34f4470d7dba5161b9c7f89fca2c1995,Taeu_Style-Your-Hair/Style-Your-Hair/losses/lpips/pretrained_networks.py,pretrained=pretrained,"Official Pytorch implementation of ""Style Your Hair: Latent Optimization for Pose-Invariant Hairstyle Transfer via Local-Style-Aware Hair Alignment (ECCV 2022)"""
torchvision.models.resnet18,github.com/pliang279/MultiBench,366,0f78f34c609e67d81f95a941012488ff,pliang279_MultiBench/MultiBench/special/kinetics_simple_late_fusion.py,pretrained=True,[NeurIPS 2021] Multiscale Benchmarks for Multimodal Representation Learning
torchvision.models.resnet18;torchvision.models.resnet18,github.com/yuxiangsun/RTFNet,140,453197be7c279133839c9d9341ef3ab7,yuxiangsun_RTFNet/RTFNet/model/RTFNet.py,pretrained=True;pretrained=True,RGB-Thermal Fusion Network for Semantic Segmentation of Urban Scenes
torchvision.models.resnet18,github.com/geekyutao/Inpaint-Anything,4472,cf2096c38e9fbf093bfa81478f4e2a29,geekyutao_Inpaint-Anything/Inpaint-Anything/lama/saicinpainting/evaluation/losses/lpips.py,pretrained=pretrained,Inpaint anything using Segment Anything and inpainting models.
torchvision.models.resnet18,github.com/yhjo09/ciplab-NTIRE-2020,106,4872429fcf9cbc5fd975187d3076349b,yhjo09_ciplab-NTIRE-2020/ciplab-NTIRE-2020/LPIPS/models/pretrained_networks.py,pretrained=pretrained,
torchvision.models.resnet18,github.com/we0091234/Car_recognition,137,d190ea99652d005cc102899950029887,we0091234_Car_recognition/Car_recognition/car_recognition/myNet.py,pretrained=True,yolov5 车辆检测  车牌检测 车牌识别
torchvision.models.resnet18,github.com/shubhtuls/factored3d,176,ecf31bdd9d2aee4c72d8ac0beda6c134,shubhtuls_factored3d/factored3d/nnutils/voxel_net.py,pretrained=True,"Code release for ""Factoring Shape, Pose, and Layout from the 2D Image of a 3D Scene"""
torchvision.models.resnet18,github.com/potterhsu/easy-faster-rcnn.pytorch,163,38b690be4f885423b6aad142ce385a0e,potterhsu_easy-faster-rcnn.pytorch/easy-faster-rcnn.pytorch/backbone/resnet18.py,pretrained=unknown,An easy implementation of Faster R-CNN (https://arxiv.org/pdf/1506.01497.pdf) in PyTorch.
torchvision.models.resnet18,github.com/yiranran/Unpaired-Portrait-Drawing,185,d29aa44a894394e5c96f3f2fd296bf68,yiranran_Unpaired-Portrait-Drawing/Unpaired-Portrait-Drawing/models/pretrained_networks.py,pretrained=pretrained,Code for Unpaired Portrait Drawing Generation via Asymmetric Cycle Mapping (CVPR 2020)
torchvision.models.resnet18,github.com/Taeu/Style-Your-Hair,229,cb344bdd4987d69e9656eb18e57df6f6,Taeu_Style-Your-Hair/Style-Your-Hair/losses/masked_lpips/pretrained_networks.py,pretrained=pretrained,"Official Pytorch implementation of ""Style Your Hair: Latent Optimization for Pose-Invariant Hairstyle Transfer via Local-Style-Aware Hair Alignment (ECCV 2022)"""
torchvision.models.resnet18,github.com/ZPdesu/Barbershop,1195,c09048d229d13a18aac77fffa9e5455d,ZPdesu_Barbershop/Barbershop/losses/lpips/pretrained_networks.py,pretrained=pretrained,Barbershop: GAN-based Image Compositing using Segmentation Masks (SIGGRAPH Asia 2021)
torchvision.models.resnet18,github.com/YuliangXiu/ICON,1480,09df845c41edcc16a15abfac86957320,YuliangXiu_ICON/ICON/lib/hybrik/models/simple3dpose.py,pretrained=True,[CVPR'22] ICON: Implicit Clothed humans Obtained from Normals
torchvision.models.resnet18,github.com/geekyutao/Inpaint-Anything,4472,6cab1cfcc8f423b47f6c3e599babe9a1,geekyutao_Inpaint-Anything/Inpaint-Anything/lama/bin/saicinpainting/evaluation/losses/lpips.py,pretrained=pretrained,Inpaint anything using Segment Anything and inpainting models.
torchvision.models.resnet18,github.com/williamyang1991/StyleGANEX,413,df88a90b1b3645c2c8479ca98f4487e1,williamyang1991_StyleGANEX/StyleGANEX/models/stylegan2/lpips/pretrained_networks.py,pretrained=pretrained,[ICCV 2023] StyleGANEX: StyleGAN-Based Manipulation Beyond Cropped Aligned Faces
torchvision.models.resnet18,github.com/akanazawa/cmr,464,bc883c245033395b5ea3c2d333f152df,akanazawa_cmr/cmr/nnutils/mesh_net.py,pretrained=True,Project repo for Learning Category-Specific Mesh Reconstruction from Image Collections
torchvision.models.resnet18,github.com/NVlabs/UMR,223,3b7b2eab5fceb45248ab80179a637805,NVlabs_UMR/UMR/nnutils/cub_mesh_s1.py,pretrained=True,Self-supervised Single-view 3D Reconstruction
torchvision.models.resnet18,github.com/pliang279/MultiBench,366,dfbe706f8b41e8ca5ef70d70e6811d96,pliang279_MultiBench/MultiBench/special/kinetics_gradient_blend.py,pretrained=True,[NeurIPS 2021] Multiscale Benchmarks for Multimodal Representation Learning
torchvision.models.resnet18,github.com/WangLibo1995/GeoSeg,415,f1b0836a8fa3cd9de09142376f8552b6,WangLibo1995_GeoSeg/GeoSeg/geoseg/models/A2FPN.py,pretrained=True,"UNetFormer: A UNet-like transformer for efficient semantic segmentation of remote sensing urban scene imagery, ISPRS. Also, including other vision transformers and CNNs for satellite, aerial image and UAV image segmentation."
torchvision.models.resnet18,github.com/andrewsonga/Total-Recon,196,04b224c14978ed0c532b2c278ba624a8,andrewsonga_Total-Recon/Total-Recon/scripts/visualize/lpips_models/pretrained_networks.py,pretrained=pretrained,[ICCV 2023] Total-Recon: Deformable Scene Reconstruction for Embodied View Synthesis
torchvision.models.resnet18,github.com/korrawe/grasping_field,113,547dbaa8361b08815c98eb5ede5cb97c,korrawe_grasping_field/grasping_field/networks/model.py,pretrained=use_pretrained,
torchvision.models.resnet18,github.com/autonomousvision/occupancy_networks,1339,a19b640c4e6a856c0511349969534c50,autonomousvision_occupancy_networks/occupancy_networks/im2mesh/encoder/conv.py,pretrained=True,"This repository contains the code for the paper ""Occupancy Networks - Learning 3D Reconstruction in Function Space"""
torchvision.models.resnet18,github.com/wutianyiRosun/CGNet,241,fb3647435decaf2be4227a990ba03581,wutianyiRosun_CGNet/CGNet/model/BiSeNet_resnet.py,pretrained=True,CGNet: A Light-weight Context Guided Network for Semantic Segmentation [IEEE Transactions on Image Processing 2020]
torchvision.models.resnet18,github.com/YudeWang/deeplabv3plus-pytorch,614,b0665676cd6c147e719422cd95843634,YudeWang_deeplabv3plus-pytorch/deeplabv3plus-pytorch/lib/net/resnet.py,pretrained=pretrained,Here is a pytorch implementation of deeplabv3+ supporting ResNet(79.155%) and Xception(79.945%). Multi-scale & flip test and COCO dataset interface has been finished.
torchvision.models.resnet18,github.com/ygtxr1997/CelebBasis,200,30e48f5e55767f2e96421ee99788b327,ygtxr1997_CelebBasis/CelebBasis/evaluation/face_align/PIPNet/lib/demo_video.py,pretrained=unknown,Official Implementation of 'Inserting Anybody in Diffusion Models via Celeb Basis'
