signature,github_url,stars,fileID,file_path,param,desc
transformers.GPT2Tokenizer.from_pretrained;transformers.GPT2LMHeadModel.from_pretrained,github.com/naver/gdc,112,6c8791de3f648a0ae87ef7ba7a3540d5,naver_gdc/gdc/rm_vs_dm/gdc/gdc/scorer.py,gpt2-medium;gpt2-medium,"Code accompanying our papers on the ""Generative Distributional Control"" framework"
transformers.MBartConfig.from_pretrained,github.com/27182812/ChatGLM-LLaMA-chinese-insturct,384,e932dc9c7a2e84272dadd59e469cbd7d,27182812_ChatGLM-LLaMA-chinese-insturct/ChatGLM-LLaMA-chinese-insturct/src/transformers/models/mbart/convert_mbart_original_checkpoint_to_pytorch.py,"hf_config_path,vocab_size=vocab_size","探索中文instruct数据在ChatGLM, LLaMA上的微调表现"
transformers.GPT2Tokenizer.from_pretrained,github.com/naver/gdc,112,d5295616044635175d827474ae04d46d,naver_gdc/gdc/rm_vs_dm/gdc/gdc/metrics.py,gpt2,"Code accompanying our papers on the ""Generative Distributional Control"" framework"
transformers.FlavaImageCodebookConfig.from_pretrained,github.com/27182812/ChatGLM-LLaMA-chinese-insturct,384,0db4d3ab2b913c9fb9daa296e6cf749a,27182812_ChatGLM-LLaMA-chinese-insturct/ChatGLM-LLaMA-chinese-insturct/src/transformers/models/flava/convert_dalle_to_flava_codebook.py,config_path,"探索中文instruct数据在ChatGLM, LLaMA上的微调表现"
transformers.AutoFeatureExtractor.from_pretrained,github.com/27182812/ChatGLM-LLaMA-chinese-insturct,384,b0149366ebde854c9edf5e32b29b4998,27182812_ChatGLM-LLaMA-chinese-insturct/ChatGLM-LLaMA-chinese-insturct/src/transformers/models/resnet/convert_resnet_to_pytorch.py,facebook/convnext-base-224-22k-1k,"探索中文instruct数据在ChatGLM, LLaMA上的微调表现"
transformers.Wav2Vec2FeatureExtractor.from_pretrained;transformers.Wav2Vec2Config.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,e104d9af1f95c30ed1efe1f36f3a853d,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/pytorch/speech-pretraining/run_wav2vec2_pretraining_no_trainer.py,unknown;unknown,Source code for Zalo AI 2021 submission
transformers.models.bart.BartForConditionalGeneration.from_pretrained,github.com/seujung/KoBART-summarization,179,910e400155cf628983e47f8d91cfe785,seujung_KoBART-summarization/KoBART-summarization/infer.py,./kobart_summary,Summarization module based on KoBART
transformers.AutoTokenizer.from_pretrained,github.com/AlibabaResearch/DAMO-ConvAI,788,9d760af1abcbf47e684cf34c09d7acd4,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/proton/utils/example.py,os.path.join,DAMO-ConvAI: The official repository which contains the codebase for Alibaba DAMO Conversational AI.
transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoModelForQuestionAnswering.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,14340cb3fef47d9b3e126c545200ec52,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/legacy/question-answering/run_squad_trainer.py,"unknown,cache_dir=unknown;unknown,cache_dir=unknown,use_fast=False;unknown,from_tf=bool,config=config,cache_dir=unknown",Source code for Zalo AI 2021 submission
transformers.AutoModelForSequenceClassification.from_pretrained;transformers.AutoTokenizer.from_pretrained,github.com/shibing624/MedicalGPT,1876,774d19f12a25acffea65aaf462453544,shibing624_MedicalGPT/MedicalGPT/rl_training.py,"unknown,load_in_8bit=unknown,cache_dir=unknown,torch_dtype=torch_dtype;unknown,None=tokenizer_kwargs",MedicalGPT: Training Your Own Medical GPT Model with ChatGPT Training Pipeline. 训练医疗大模型，实现了包括增量预训练、有监督微调、RLHF(奖励建模、强化学习训练)和DPO(直接偏好优化)。
transformers.GPT2LMHeadModel.from_pretrained,github.com/salesforce/CodeRL,436,c21930494ee0aac744fe925407548b98,salesforce_CodeRL/CodeRL/transformers/examples/research_projects/bertology/run_prune_gpt.py,unknown,This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.HubertConfig.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,f5dfc69170993ec83289f3837ed32cad,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/src/transformers/models/hubert/convert_hubert_original_pytorch_checkpoint_to_pytorch.py,config_path,Source code for Zalo AI 2021 submission
transformers.T5TokenizerFast.from_pretrained;transformers.BartTokenizer.from_pretrained,github.com/ylsung/VL_adapter,187,51afd9e51af4c82e25c975b1825f0495,ylsung_VL_adapter/VL_adapter/VL-T5/src/refcoco_data.py,"unknown;unknown,do_lower_case=unknown","PyTorch code for ""VL-Adapter: Parameter-Efficient Transfer Learning for Vision-and-Language Tasks"" (CVPR2022)"
transformers.XLMProphetNetForConditionalGeneration.from_pretrained;transformers.ProphetNetForConditionalGeneration.from_pretrained,github.com/27182812/ChatGLM-LLaMA-chinese-insturct,384,ca21e112eaf90ddf7cdcc6a725ac8b46,27182812_ChatGLM-LLaMA-chinese-insturct/ChatGLM-LLaMA-chinese-insturct/src/transformers/models/prophetnet/convert_prophetnet_original_pytorch_checkpoint_to_pytorch.py,"prophetnet_checkpoint_path,output_loading_info=True;prophetnet_checkpoint_path,output_loading_info=True","探索中文instruct数据在ChatGLM, LLaMA上的微调表现"
transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained,github.com/AlibabaResearch/DAMO-ConvAI,788,0d088ea896b9ac93d0bb790b164e7cfc,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/oltqa/testunseen-nometa.py,"unknown,cache_dir=unknown,revision=unknown,use_auth_token=unknown;unknown,cache_dir=unknown,use_fast=unknown,revision=unknown,use_auth_token=unknown",DAMO-ConvAI: The official repository which contains the codebase for Alibaba DAMO Conversational AI.
transformers.AutoTokenizer.from_pretrained;transformers.AutoModel.from_pretrained,github.com/qiuhuachuan/smile,203,d0d25be7b061a44cbc1a08d8813d0de3,qiuhuachuan_smile/smile/src/finetune.py,"THUDM/chatglm-6b,trust_remote_code=True;THUDM/chatglm-6b,revision=v0.1.0,load_in_8bit=True,trust_remote_code=True,device_map=auto",SMILE: Single-turn to Multi-turn Inclusive Language Expansion via ChatGPT for Mental Health Support
transformers.AutoTokenizer.from_pretrained;transformers.AutoConfig.from_pretrained;transformers.TFAutoModelForSequenceClassification.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,8e7b3f41b0544bda7b941bea66f2716e,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/legacy/text-classification/run_tf_text_classification.py,"unknown,cache_dir=unknown;unknown,num_labels=len,label2id=label2id,id2label=Dict,finetuning_task=text-classification,cache_dir=unknown;unknown,from_pt=bool,config=config,cache_dir=unknown",Source code for Zalo AI 2021 submission
transformers.BertModel.from_pretrained;transformers.BertTokenizer.from_pretrained,github.com/zjunlp/OntoProtein,122,2901466cd18d95b24de3bb697dfe0c24,zjunlp_OntoProtein/OntoProtein/src/benchmark/GNN_PPI/convert.py,pretrained_model_path;pretrained_model_path,"Code and datasets for the ICLR2022 paper ""OntoProtein: Protein Pretraining With Gene Ontology Embedding"""
transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.TFAutoModelForMultipleChoice.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,2b798b75c37acd38e6c2bf1c3926a280,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/tensorflow/multiple-choice/run_swag.py,"config_path,cache_dir=unknown,revision=unknown,use_auth_token=unknown;unknown,cache_dir=unknown,use_fast=unknown,revision=unknown,use_auth_token=unknown;model_path,config=config,cache_dir=unknown,revision=unknown,use_auth_token=unknown",Source code for Zalo AI 2021 submission
transformers.ViTForImageClassification.from_pretrained;transformers.ViTFeatureExtractor.from_pretrained,github.com/qanastek/HugsVision,185,1c0a0ae59f9914181969c01a8a34ac76,qanastek_HugsVision/HugsVision/recipes/pneumothorax/binary_classification/train_example_vit.py,"huggingface_model,num_labels=len,label2id=label2id,id2label=id2label;huggingface_model",HugsVision is a easy to use huggingface wrapper for state-of-the-art computer vision
transformers.AutoConfig.from_pretrained;transformers.AutoConfig.from_pretrained;transformers.AutoConfig.from_pretrained;transformers.AutoConfig.from_pretrained;transformers.AutoFeatureExtractor.from_pretrained;transformers.AutoTokenizer.from_pretrained,github.com/salesforce/CodeRL,436,a311671df5078a1aeeeee8889b0ce138,salesforce_CodeRL/CodeRL/transformers/examples/flax/image-captioning/create_model_from_encoder_decoder_models.py,unknown;unknown;unknown;unknown;unknown;unknown,This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.BertForSequenceClassification.from_pretrained;transformers.BertTokenizer.from_pretrained,github.com/NorskRegnesentral/skweak,899,c5be57cfc265c579a3d754de322692f8,NorskRegnesentral_skweak/skweak/examples/sentiment/sentiment_models.py,"../data/sentiment/models/sst,num_labels=3;bert-base-multilingual-uncased",skweak: A software toolkit for weak supervision applied to NLP tasks
transformers.CLIPTokenizer.from_pretrained;transformers.CLIPTextModel.from_pretrained,github.com/Mikubill/naifu-diffusion,222,1d6729d46a8b38b745146e43272552d9,Mikubill_naifu-diffusion/naifu-diffusion/experiment/custom_encoder.py,"unknown,subfolder=tokenizer;unknown,subfolder=text_encoder",Train stable diffusion model with Diffusers and Pytorch Lightning
transformers.AutoTokenizer.from_pretrained;transformers.TFAutoModelForSequenceClassification.from_pretrained,github.com/tcapelle/apple_m1_pro_python,160,5ec62abfeaf39e327c8d2fd33fad91bf,tcapelle_apple_m1_pro_python/apple_m1_pro_python/tensorflow/train_bert.py,"model_name;model_name,num_labels=num_labels",A collection of ML scripts to test the M1 Pro MacBook Pro 
transformers.AutoConfig.from_pretrained,github.com/facebookresearch/tart,130,ebf2ce7db96b972135f23d1bc227514a,facebookresearch_tart/tart/TART/finetuning_tart_full.py,"unknown,num_labels=num_labels,finetuning_task=unknown,cache_dir=unknown,revision=unknown,use_auth_token=unknown","Code and model release for the paper ""Task-aware Retrieval with Instructions"" by Asai et al."
transformers.Wav2Vec2ForCTC.from_pretrained,github.com/salesforce/CodeRL,436,bf53e20e38b8de381bf683fdc746f651,salesforce_CodeRL/CodeRL/transformers/examples/research_projects/wav2vec2/run_common_voice.py,"unknown,cache_dir=unknown,activation_dropout=unknown,attention_dropout=unknown,hidden_dropout=unknown,feat_proj_dropout=unknown,mask_time_prob=unknown,gradient_checkpointing=unknown,layerdrop=unknown,ctc_loss_reduction=mean,pad_token_id=unknown,vocab_size=len",This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.AutoTokenizer.from_pretrained;transformers.AutoModelForSequenceClassification.from_pretrained.to.eval,github.com/thunlp/KernelGAT,166,d81fe7876d0d2126b7c545d81c04f698,thunlp_KernelGAT/KernelGAT/scikgat/rationale_selection/transformer.py,unknown;,The source codes for Fine-grained Fact Verification with Kernel Graph Attention Network.
transformers.BartConfig.from_pretrained,github.com/fastnlp/CPT,448,d17916439a5fd43e5fbe8162fb09c883,fastnlp_CPT/CPT/pretrain/megatron/model/bart_model.py,unknown,CPT: A Pre-Trained Unbalanced Transformer for Both Chinese Language Understanding and Generation
transformers.HubertConfig.from_pretrained;transformers.HubertForSequenceClassification.from_pretrained;transformers.Wav2Vec2FeatureExtractor.from_pretrained,github.com/salesforce/CodeRL,436,fcecc05faf0dca6a449bdc2d3905411c,salesforce_CodeRL/CodeRL/transformers/src/transformers/models/hubert/convert_hubert_original_s3prl_checkpoint_to_pytorch.py,"config_path;base_model_name,config=hf_congfig;base_model_name,return_attention_mask=True,do_normalize=False",This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.AutoConfig.from_pretrained;transformers.T5EncoderModel.from_pretrained;transformers.MT5EncoderModel.from_pretrained;transformers.BertModel.from_pretrained;transformers.XLMRobertaModel.from_pretrained.half,github.com/ai-forever/Kandinsky-2,2534,199acf45c156a2c918fbd55807600c90,ai-forever_Kandinsky-2/Kandinsky-2/kandinsky2/model/text_encoders.py,config;model_path;model_path;model_path;,Kandinsky 2 — multilingual text2image latent diffusion model
transformers.AutoModel.from_pretrained;transformers.AutoTokenizer.from_pretrained,github.com/yangheng95/PyABSA,779,680246b0c972aadf67bb1b5b3b17daf7,yangheng95_PyABSA/PyABSA/pyabsa/tasks/RNARegression/instructor/rnar_instructor.py,unknown;unknown,"Sentiment Analysis, Text Classification, Text Augmentation,  Text Adversarial defense, etc.; "
transformers.AutoModelForCausalLM.from_pretrained;transformers.AutoTokenizer.from_pretrained,github.com/andreamad8/FSB,119,bd9b3b3e52772c921d76ebf8a9762478,andreamad8_FSB/FSB/retrievers/test_tries.py,model_checkpoint;model_checkpoint,The Few-Shot Bot: Prompt-Based Learning for Dialogue Systems
transformers.RobertaTokenizer.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,8cb76660ba38f58b43a3a719404176a3,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/src/transformers/models/vision_encoder_decoder/convert_trocr_unilm_to_pytorch.py,roberta-large,Source code for Zalo AI 2021 submission
transformers.AutoTokenizer.from_pretrained,github.com/AlibabaResearch/DAMO-ConvAI,788,d6a2a07f5a034902b0c2e4919f2396d1,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/graphix/data_all_in/map_subword_question.py,"unknown,use_fast=True",DAMO-ConvAI: The official repository which contains the codebase for Alibaba DAMO Conversational AI.
transformers.models.auto.configuration_auto.AutoConfig.from_pretrained,github.com/AlibabaResearch/DAMO-ConvAI,788,afed1141635cf7d0039366c502a6684c,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/graphix/seq2seq/models/auto_factory.py,"pretrained_model_name_or_path,return_unused_kwargs=True,trust_remote_code=trust_remote_code,None=kwargs",DAMO-ConvAI: The official repository which contains the codebase for Alibaba DAMO Conversational AI.
transformers.LlamaForCausalLM.from_pretrained;transformers.LlamaTokenizer.from_pretrained,github.com/danielgross/LlamaAcademy,1206,56f0aa311725ee2f57401e8876446ea5,danielgross_LlamaAcademy/LlamaAcademy/main.py,"jeffwan/vicuna-13b,load_in_8bit=True,device_map=device_map;jeffwan/vicuna-13b,model_max_length=2048,padding_side=right,use_fast=False",A school for camelids
transformers.RobertaTokenizerFast.from_pretrained;transformers.BertTokenizer.from_pretrained,github.com/AlibabaResearch/DAMO-ConvAI,788,2e0c2b532fb396ae66f96756c1ebf597,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/spectra/spectra-trippy/utils_dst.py,roberta-base;bert-base-uncased,DAMO-ConvAI: The official repository which contains the codebase for Alibaba DAMO Conversational AI.
transformers.models.bert.tokenization_bert.BertTokenizer.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,0289deb14336ceb613f030d3ee18fc12,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/mlm_wwm/run_chinese_ref.py,unknown,Source code for Zalo AI 2021 submission
transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoModelForSeq2SeqLM.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,74acc1544a6fa316dd2f71ff3c59e5d3,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/legacy/seq2seq/finetune_trainer.py,"unknown,cache_dir=unknown;unknown,cache_dir=unknown;unknown,from_tf=unknown,config=config,cache_dir=unknown",Source code for Zalo AI 2021 submission
transformers.RobertaTokenizer.from_pretrained,github.com/haoheliu/AudioLDM,2018,434724dce990b1f54e823c929b1fe0aa,haoheliu_AudioLDM/AudioLDM/audioldm/clap/training/infer_demo.py,roberta-base,"AudioLDM: Generate speech, sound effects, music and beyond, with text."
transformers.GPT2Tokenizer.from_pretrained;transformers.GPT2LMHeadModel.from_pretrained,github.com/DavidHuji/CapDec,153,4ad8569da4d798baacbd63f2ebb3205f,DavidHuji_CapDec/CapDec/train.py,gpt2_type;gpt2,"CapDec: SOTA Zero Shot Image Captioning Using CLIP and GPT2, EMNLP 2022 (findings)"
transformers.BertTokenizer.from_pretrained,github.com/salesforce/CodeRL,436,c3cc008504d610604f06a6cb4ae08a8c,salesforce_CodeRL/CodeRL/transformers/src/transformers/models/vilt/convert_vilt_original_to_pytorch.py,bert-base-uncased,This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.AutoConfig.from_pretrained;transformers.FlaxAutoModel.from_pretrained;transformers.AutoConfig.from_pretrained;transformers.FlaxAutoModel.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,f97c1f56b2af54b29fd3cdabefb4c5e8,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/jax-projects/hybrid_clip/modeling_hybrid_clip.py,"text_model_name_or_path;text_model_name_or_path,unknown,None=kwargs_text;vision_model_name_or_path;vision_model_name_or_path,unknown,None=kwargs_vision",Source code for Zalo AI 2021 submission
transformers.BertTokenizerFast.from_pretrained,github.com/IBM/zshot,285,aacadca53a961fb469fdec4bee15de53,IBM_zshot/zshot/zshot/mentions_extractor/mentions_extractor_smxm.py,"bert-large-cased,truncation_side=left",Zero and Few shot named entity & relationships recognition
transformers.T5TokenizerFast.from_pretrained;transformers.BartTokenizer.from_pretrained,github.com/ylsung/VL_adapter,187,57965dafd18f23a75641637d7be543c2,ylsung_VL_adapter/VL_adapter/VL-T5/src/gqa_raw_data.py,"unknown,do_lower_case=unknown;unknown,do_lower_case=unknown","PyTorch code for ""VL-Adapter: Parameter-Efficient Transfer Learning for Vision-and-Language Tasks"" (CVPR2022)"
transformers.AutoConfig.from_pretrained;transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.FlaxAutoModelForSeq2SeqLM.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,d748e7eac223999ee3627695b0593f0d,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/flax/summarization/run_summarization_flax.py,"unknown,cache_dir=unknown;unknown,cache_dir=unknown;unknown,cache_dir=unknown,use_fast=unknown;unknown,cache_dir=unknown,use_fast=unknown;unknown,config=config,seed=unknown,dtype=getattr",Source code for Zalo AI 2021 submission
transformers.AutoTokenizer.from_pretrained,github.com/AlibabaResearch/DAMO-ConvAI,788,4944106c31e83bc31e6dd3078d88041e,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/bird/finetuning/models/unified/rgat_grapter_128.py,"unknown,use_fast=True",DAMO-ConvAI: The official repository which contains the codebase for Alibaba DAMO Conversational AI.
transformers.MarianMTModel.from_pretrained,github.com/salesforce/CodeRL,436,05bd1245cdfb2acc498149efa053d502,salesforce_CodeRL/CodeRL/transformers/examples/research_projects/seq2seq-distillation/_test_bash_script.py,MARIAN_MODEL,This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.AutoModelForTokenClassification.from_pretrained.to,github.com/bminixhofer/wtpsplit,422,80b41d10a54a2080deb76ffe21519e08,bminixhofer_wtpsplit/wtpsplit/wtpsplit/evaluation/extrinsic.py,unknown,Code for Where's the Point? Self-Supervised Multilingual Punctuation-Agnostic Sentence Segmentation
transformers.AutoConfig.from_pretrained;transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoModelForSeq2SeqLM.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,470f88c18972a08049f8e12f5abd9e02,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/pytorch/translation/run_translation_no_trainer.py,"unknown;unknown;unknown,use_fast=unknown;unknown,use_fast=unknown;unknown,from_tf=bool,config=config",Source code for Zalo AI 2021 submission
transformers.AutoConfig.from_pretrained,github.com/yangheng95/PyABSA,779,be59bf1184d4586c529f38ca92d6534f,yangheng95_PyABSA/PyABSA/pyabsa/framework/trainer_class/trainer_template.py,unknown,"Sentiment Analysis, Text Classification, Text Augmentation,  Text Adversarial defense, etc.; "
transformers.AutoModelForSeq2SeqLM.from_pretrained.to;transformers.AutoTokenizer.from_pretrained,github.com/robustness-gym/summvis,249,d9387fe24cc65536b789b7daabda9a15,robustness-gym_summvis/summvis/generation.py,DEVICE;model_name_or_path,SummVis is an interactive visualization tool for text summarization.
transformers.models.auto.AutoConfig.from_pretrained;transformers.models.auto.AutoTokenizer.from_pretrained,github.com/AlibabaResearch/DAMO-ConvAI,788,2e55b4913fbd216d4b7bd5ab9bac21b0,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/graphix/seq2seq/run_seq2seq_eval.py,"unknown,cache_dir=unknown,revision=unknown,use_auth_token=unknown,max_length=unknown,num_beams=unknown,num_beam_groups=unknown,diversity_penalty=unknown,gradient_checkpointing=unknown,use_cache=unknown;unknown,cache_dir=unknown,use_fast=unknown,revision=unknown,use_auth_token=unknown",DAMO-ConvAI: The official repository which contains the codebase for Alibaba DAMO Conversational AI.
transformers.AutoFeatureExtractor.from_pretrained,github.com/salesforce/UniControl,525,6cb2999d7d11bac070ee6a92f34a2723,salesforce_UniControl/UniControl/utils.py,safety_model_id,Unified Controllable Visual Generation Model
transformers.BertTokenizer.from_pretrained;transformers.BertModel.from_pretrained,github.com/zhoujx4/NLP-Series-sentence-embeddings,160,8cf70dc60d04783c04953dd9e3e336c8,zhoujx4_NLP-Series-sentence-embeddings/NLP-Series-sentence-embeddings/run_bert_avg.py,unknown;model_path,NLP句子编码、句子embedding、语义相似度：BERT_avg、BERT_whitening、SBERT、SmiCSE
transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoModelForSequenceClassification.from_pretrained,github.com/salesforce/CodeRL,436,56ed8a1168f50494bfc563de7e37fca0,salesforce_CodeRL/CodeRL/transformers/examples/research_projects/bertology/run_bertology.py,"unknown,num_labels=num_labels,finetuning_task=unknown,output_attentions=True,cache_dir=unknown;unknown,cache_dir=unknown;unknown,from_tf=bool,config=config,cache_dir=unknown",This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.AutoTokenizer.from_pretrained,github.com/AlibabaResearch/DAMO-ConvAI,788,6af93aa888619f9557865cef15f576dc,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/star/data_systhesis/snowball/eval.py,"facebook/bart-large,cache_dir=None",DAMO-ConvAI: The official repository which contains the codebase for Alibaba DAMO Conversational AI.
transformers.BertModel.from_pretrained;transformers.AutoTokenizer.from_pretrained,github.com/NyanNyanovich/nyan,131,f318f233db81c6e572d2e8dfafe88bc9,NyanNyanovich_nyan/nyan/scripts/train_embedder.py,"model_path;model_name,do_lower_case=False",Automatic news aggregator in Telegram / Автоматический агрегатор новостей в Телеграме
